rental_id,listing_state,vehicle_type,is_motorized,vehicle_make,vehicle_model,vehicle_year,vehicle_length,cancellation_policy,sleeps,is_festival_friendly,is_tailgate_friendly,is_pet_friendly,has_toilet,has_generator,has_inside_shower,has_refrigerator,has_wifi
16657080658560,WV,toy-hauler,FALSE,Grand Design,Momentum,2020,>= 40,flexible,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
16660281859680,AZ,a,TRUE,Winnebago,Journey,2010,>= 40,flexible,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
16677765342720,TX,camper-van,TRUE,Dodge,Other,2019,20 - 25,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
16760627202480,CA,c,TRUE,Fleetwood,Other,2008,25 - 30,flexible,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
16790053628160,NC,a,TRUE,Fleetwood,Other,2019,35 - 40,moderate,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
16860356929680,AZ,camper-van,TRUE,Ford,Transit,2015,20 - 25,flexible,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
16879317890160,HI,truck-camper,FALSE,Toyota,Tacoma,2016,15 - 20,flexible,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16917116688000,CA,b,TRUE,Other,Other,2019,20 - 25,moderate,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
16920933504720,CA,trailer,FALSE,Forest River,Evo,2020,15 - 20,flexible,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
16931645216160,CA,trailer,FALSE,Forest River,Wildwood,2020,25 - 30,flexible,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
16949744314800,MO,b,TRUE,Ultimate Toys,Presidential W/ Bath,2020,20 - 25,moderate,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
16952206777200,WA,trailer,FALSE,Keystone,Hideout,2016,15 - 20,moderate,6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
16984588157760,WA,trailer,FALSE,Kodiak,Cub,2018,20 - 25,moderate,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17000471040240,CA,toy-hauler,FALSE,Carson Trailer,Fun Runner,2003,20 - 25,,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17033098667040,MT,c,TRUE,Jayco,Melbourne,2019,25 - 30,flexible,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17037161730000,AZ,trailer,FALSE,Other,Jay Flight,2018,25 - 30,moderate,9,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17056122690480,AK,a,TRUE,Thor Motor Coach,A.C.E,2017,30 - 35,flexible,10,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17096137704480,MS,trailer,FALSE,Keystone,Outback BH312,2011,35 - 40,strict,10,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17125071637680,OH,trailer,FALSE,Other,Other,2019,20 - 25,flexible,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17136029595360,NV,b,TRUE,Roadtrek,Mercedes Sprinter Adventurous Rs,2012,20 - 25,strict,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17153020585920,TN,c,TRUE,Jayco,Greyhawk,2014,30 - 35,flexible,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17178876441120,CA,toy-hauler,FALSE,Eclipse Recreational Vehicles,Attitude,2018,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17214582145920,GA,c,TRUE,Born Free,President,1996,20 - 25,flexible,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17233050613920,WY,b,TRUE,Ford,E350 AMBO,1999,15 - 20,flexible,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17237483046240,TX,fifth-wheel,FALSE,Keystone,Impact,2018,35 - 40,strict,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17240684247360,CA,trailer,FALSE,Forest River,Salem Cruise Lite,2016,30 - 35,moderate,8,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17311233795120,NC,a,TRUE,Fleetwood,Discovery,2015,>= 40,strict,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17327362923840,CA,b,TRUE,Ultimate Toys,Ultimate Limo,2019,25 - 30,strict,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17339921482080,AZ,trailer,FALSE,Forest River,Wolf Pup,2014,25 - 30,flexible,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17364053613600,CA,c,TRUE,Winnebago,Minnie Winnie,2018,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17376119679360,CA,truck-camper,FALSE,Toyota,HybridHighlander,2006,15 - 20,flexible,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
17400867426480,MT,trailer,FALSE,Forest River,Wildwood X-Lite,2014,20 - 25,strict,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17408747306160,NC,trailer,FALSE,inTech,Flyer Pursue,2020,10 - 15,flexible,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
17418350909520,GA,c,TRUE,Ford,Fourwinds,2009,30 - 35,strict,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17420690248800,ID,c,TRUE,Thor Motor Coach,Four Winds Majestic,2014,25 - 30,flexible,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17457504061680,HI,camper-van,TRUE,Jeep,Safari,2011,15 - 20,moderate,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17468338896240,CA,c,TRUE,Winnebago,Minnie Winnie,2017,20 - 25,moderate,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17484098655600,WA,trailer,FALSE,Keystone,Springdale,2004,20 - 25,moderate,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17486807364240,NC,a,TRUE,Fleetwood,Discovery,2015,>= 40,moderate,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17548984539840,HI,truck-camper,FALSE,Other,Other,2019,15 - 20,moderate,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17555386942080,FL,trailer,FALSE,Coachmen,Other,2014,15 - 20,moderate,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17562158713680,CA,trailer,FALSE,Fleetwood,Pioneer,2007,15 - 20,flexible,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17584197752160,WI,trailer,FALSE,Nomad,Rear fold,1962,15 - 20,,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17604020574480,CA,c,TRUE,Thor Motor Coach,Compass,2018,20 - 25,moderate,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17619534087600,CA,c,TRUE,Forest River,Forester,2015,30 - 35,flexible,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17641326879840,WA,trailer,FALSE,Keystone,Passport,2020,30 - 35,flexible,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17641573126080,WA,camper-van,TRUE,Chevrolet,Express 2500,2006,20 - 25,moderate,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17652900453120,NV,a,TRUE,Thor Motor Coach,Windsport,2014,30 - 35,strict,6,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17673215767920,CA,trailer,FALSE,Forest River,Heritage Glen,2020,30 - 35,moderate,9,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17687867419200,CA,b,TRUE,Roadtrek,190 Popular,2004,20 - 25,moderate,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17692915467120,FL,a,TRUE,Jayco,Precept,2020,30 - 35,strict,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17693161713360,NC,trailer,FALSE,Airstream,Safari Bambi,2003,15 - 20,strict,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17693900452080,FL,trailer,FALSE,Other,Other,2018,30 - 35,strict,6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17710891442640,GA,trailer,FALSE,forest river,Acadia,2018,25 - 30,moderate,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17775777326880,PA,c,TRUE,Itasca,Cambria,2011,30 - 35,,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17786119668960,WI,c,TRUE,Jayco,Eagle,1994,20 - 25,,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17786365915200,MD,b,TRUE,Roadtrek,Ssagile,2014,15 - 20,flexible,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17789936485680,OH,camper-van,TRUE,Wayfarer,Walt,2019,15 - 20,strict,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
17791783332480,CA,trailer,FALSE,Coleman,Other,2020,20 - 25,strict,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17792029578720,WI,trailer,FALSE,Little Guy,T@G,2015,10 - 15,flexible,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17803356905760,GA,trailer,FALSE,Heartland,Trail Runner,2021,30 - 35,moderate,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17836969517520,CA,c,TRUE,Winnebago,Minnie Winnie,2017,20 - 25,custom,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17849897445120,NC,trailer,FALSE,Forest River,Surveyor,2018,35 - 40,strict,4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17861101649040,FL,trailer,FALSE,Keystone,Passport,2017,30 - 35,flexible,6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17867257805040,FL,fifth-wheel,FALSE,Heartland,Elkridge,2018,>= 40,strict,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17884618164960,NV,camper-van,TRUE,Sportsmobile,E250 Hd Regular Length,1992,15 - 20,moderate,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17894098645200,FL,c,TRUE,Forest River,Sunseeker,2018,20 - 25,moderate,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17896807353840,CA,trailer,FALSE,Jayco,Jay Flight,2020,20 - 25,moderate,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17922786332160,CA,c,TRUE,Thor Motor Coach,Four Winds,2018,20 - 25,moderate,6,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17935344890400,CA,c,TRUE,Coachmen,Leprechaun,2017,30 - 35,strict,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17970311856480,HI,camper-van,TRUE,Ford,Econolline 250s,2003,15 - 20,moderate,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
17978068613040,AZ,camper-van,TRUE,Ford Campervan,Expedition Adventure 4x4 Camper Van Conversion,2007,15 - 20,moderate,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17995675219200,HI,camper-van,TRUE,Volkswagen,Eurovan,1993,15 - 20,flexible,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18001215759600,CA,trailer,FALSE,Jayco,Jay Feather M-20XTG,2016,20 - 25,strict,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18016729272720,NY,b,TRUE,Europa,230,1996,20 - 25,flexible,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18025224768000,TN,a,TRUE,Other,A.C.E,2019,30 - 35,flexible,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18033227770800,TX,trailer,FALSE,Starcraft,Satellite 16-KS,2018,20 - 25,moderate,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18039630173040,CO,c,TRUE,Other,Other,1999,20 - 25,strict,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18066347890080,NJ,b,TRUE,Other,Other,2007,20 - 25,strict,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18068317860000,ME,camper-van,TRUE,Dodge,Caravan,2012,15 - 20,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18074350892880,KY,b,TRUE,Midwest Automotive Designs,Presidential,2020,20 - 25,,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
18136281822240,ID,c,TRUE,Other,Other,2018,25 - 30,moderate,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18138990530880,GA,trailer,FALSE,Grand Design,Imagine XLS 19BWE,2020,20 - 25,moderate,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18153272812800,NV,a,TRUE,Overland,Other,1999,30 - 35,flexible,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18207200739360,TX,trailer,FALSE,Other,Jay Flight,2020,30 - 35,flexible,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18213849387840,PA,c,TRUE,Thor Motor Coach,Freedom Elite,2019,30 - 35,strict,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
18214711249680,CA,camper-van,TRUE,Ford,Transit,2015,15 - 20,strict,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18216188727120,CO,camper-van,TRUE,Mercedes-Benz,sprinter,2019,15 - 20,strict,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18222221760000,NJ,c,TRUE,Forest River,Other,2022,20 - 25,strict,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18239582119920,HI,camper-van,TRUE,Other,Other,2008,15 - 20,strict,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18254480017440,AZ,c,TRUE,Jayco,Redhawk,2019,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18264206743920,QC,c,TRUE,Forest River,Sunseeker,2007,25 - 30,strict,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18273071608560,NV,camper-van,TRUE,Volkswagen,Vanagon,1991,15 - 20,moderate,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
18294618154560,CA,c,TRUE,Itasca,Spirit,1999,20 - 25,flexible,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18306437974080,SC,trailer,FALSE,Forest River,R-Pod,2019,20 - 25,moderate,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18307299835920,AL,trailer,FALSE,Grand Design,transcend,2019,35 - 40,strict,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18312347883840,TX,trailer,FALSE,Grand Design,Imagine 2800 BH,2017,30 - 35,strict,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18335248784160,CA,c,TRUE,Other,Other,2000,25 - 30,custom,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18366029564160,HI,truck-camper,FALSE,Other,Other,2016,15 - 20,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18374648182560,WA,trailer,FALSE,T@B,Clamshell,2018,15 - 20,moderate,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18401365899600,HI,camper-van,TRUE,Chevrolet,Express 1500,1996,15 - 20,moderate,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18422543076240,NSW,trailer,FALSE,viscount,Royale,1973,5 - 10,strict,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18436086619440,NV,c,TRUE,Thor Motor Coach,Freedom Elite,2018,20 - 25,strict,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18459233766000,NJ,b,TRUE,Ultimate Toys,Presidential W/ Bath,2020,20 - 25,flexible,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
18508113644640,CA,camper-van,TRUE,Mercedes-Benz,4x4 Sprinter mwb,2020,15 - 20,flexible,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18526582112640,FL,trailer,FALSE,Other,Other,2019,25 - 30,moderate,10,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18531383914320,FL,trailer,FALSE,Heartland,Pioneer,2019,20 - 25,moderate,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18541233763920,CA,trailer,FALSE,K-Z Manufacturing,Sportsmen,2018,30 - 35,flexible,8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18565612141680,NY,trailer,FALSE,Jayco,Jay Flight,2016,>= 40,flexible,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18579525054240,HI,camper-van,TRUE,Ford,E350 Box Van,2006,20 - 25,moderate,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18593068597440,AL,trailer,FALSE,Dutchmen,Coleman,2019,20 - 25,moderate,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18595038567360,NV,camper-van,TRUE,Other,Other,2017,15 - 20,,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18597131660400,BC,b,TRUE,Other,B Van,2019,20 - 25,flexible,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18609936464880,MI,trailer,FALSE,Other,Other,2018,25 - 30,moderate,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18625449978000,AZ,c,TRUE,Coachmen,Freelander,2020,30 - 35,flexible,10,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18627419947920,CA,trailer,FALSE,Chalet,XL1930,2008,15 - 20,flexible,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18627789317280,AL,a,TRUE,Holiday Rambler,Endeavor,2003,35 - 40,custom,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18628035563520,WA,camper-van,TRUE,Ford,Custom Transit 250,2019,20 - 25,custom,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
18643549076640,TX,trailer,FALSE,Jayco,Jay Flight,2016,30 - 35,moderate,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
18645519046560,FL,trailer,FALSE,Other,Other,2020,15 - 20,flexible,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18676546072800,CA,trailer,FALSE,Travel Lite,Other,2020,35 - 40,flexible,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18677777304000,OH,b,TRUE,Ultimate Toys,Presidential W/ Bath,2020,20 - 25,strict,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
18680855382000,FL,trailer,FALSE,Forest River,Viking,2017,15 - 20,flexible,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18685164691200,GA,c,TRUE,Forest River,Sunseeker,2003,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
18694029555840,UT,a,TRUE,Fleetwood,Pace Arrow,2017,35 - 40,strict,9,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18697723249440,FL,trailer,FALSE,K-Z Manufacturing,Spree,2014,25 - 30,flexible,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18698461988160,NC,trailer,FALSE,Heartland,Mallard,2018,15 - 20,,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18745125650640,CA,trailer,FALSE,Jayco,Baja,2019,10 - 15,moderate,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18750912437280,CT,a,TRUE,Newmar,Canyon Star,2018,35 - 40,flexible,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
18758299824480,PA,truck-camper,FALSE,JEEP,Gladiator,2020,15 - 20,flexible,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18794990514240,CA,c,TRUE,ThorMotorCoach,FourWinds,2017,30 - 35,strict,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18796344868560,TN,b,TRUE,Mercedes,Sprinter,2020,20 - 25,moderate,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
18819861384480,HI,camper-van,TRUE,Gmc,Custom Savana,2007,15 - 20,strict,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18831188711520,FL,trailer,FALSE,Keystone,Passport,2018,30 - 35,moderate,9,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18842392915440,CO,b,TRUE,Winnebago,Era,2017,20 - 25,moderate,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18874281803520,AL,fifth-wheel,FALSE,Forest River,Sandpiper,2018,>= 40,moderate,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18875513034720,VA,a,TRUE,Thor Motor Coach,Freedom Traveler,2019,25 - 30,flexible,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18885855376800,CA,trailer,FALSE,Winnebago,2451 BHS,2017,20 - 25,flexible,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18892504025280,CA,camper-van,TRUE,Mercedes-Benz,Sprinter,2013,20 - 25,moderate,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
18901368889920,HI,camper-van,TRUE,Nissan,NV200,2018,15 - 20,custom,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18913804325040,ID,b,TRUE,Mercedes-Benz,Sprinter,2013,20 - 25,flexible,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
18923777297760,AZ,b,TRUE,Mercedes-Benz,4x4 Sprinter mwb,2017,20 - 25,moderate,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
18925870390800,VT,camper-van,TRUE,Ford,Transit,2019,15 - 20,moderate,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18935966486640,BC,camper-van,TRUE,Ford,Transit,2015,20 - 25,strict,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18946924444320,CO,b,TRUE,Thor Motor Coach,Sequence 20L,2021,20 - 25,custom,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18967116636000,GA,trailer,FALSE,jayco,Jay Flight SLX,2018,20 - 25,custom,8,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18968347867200,TN,trailer,FALSE,Keystone,Outback,2020,35 - 40,moderate,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
18978197716800,ME,b,TRUE,Gulf Stream,Vista Cruiser,2006,20 - 25,moderate,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18989648166960,AB,truck-camper,FALSE,Chevrolet,Colorado ZR2 Bison,2019,5 - 10,flexible,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
18991987506240,CA,c,TRUE,Winnebago,Winnebago,2018,20 - 25,flexible,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18996666184800,HI,camper-van,TRUE,Volkswagen,Westfalia,1999,15 - 20,flexible,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18999990509040,CO,b,TRUE,Dodge,Other,2019,15 - 20,strict,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
19002329848320,AZ,trailer,FALSE,Grand Design,Transcend,2020,25 - 30,moderate,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
19002822340800,CA,trailer,FALSE,Cruiser RV,Shadow Cruiser,2019,25 - 30,moderate,8,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
19017843361440,NM,c,TRUE,Other,Freedom Elite,2018,20 - 25,moderate,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
19024615133040,AZ,camper-van,TRUE,Ford,Transit,2016,20 - 25,,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
19027323841680,UT,camper-van,TRUE,Dodge,Other,2014,20 - 25,flexible,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
19042098616080,CA,toy-hauler,FALSE,Rage'N,Other,2019,25 - 30,flexible,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
19045422940320,FL,b,TRUE,Amerigo,Rb,2010,25 - 30,flexible,8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
19053179696880,CA,trailer,FALSE,Forest River,Wildwood X-Lite,2018,30 - 35,moderate,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
19073741257920,HI,camper-van,TRUE,Chevrolet,Other,2018,15 - 20,moderate,2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
19079035552080,CA,trailer,FALSE,Travel Lite,Other,2019,20 - 25,strict,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
19093194710880,MI,c,TRUE,Thor Motor Coach,Freedom Elite,2019,20 - 25,moderate,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
19097380896960,TX,trailer,FALSE,Coachmen,Freedom Express,2020,30 - 35,moderate,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
