rental_id,booked_price_per_day,month_booked
698231213520,$357.88,8
19557615119520,$134.44,5
21120786251040,$326.59,7
30174029264640,$266.40,7
16556858438880,$130.22,8
33698182328400,$240.64,12
31828311504960,$168.89,10
26122909247280,$236.35,7
19638630132480,$175.42,9
16652894472480,$186.16,10
17584197752160,$99.51,8
23748849247440,$122.17,6
23459509915440,$267.30,10
24650110485840,$151.31,7
21993606048720,$253.29,9
31348131336960,$188.57,10
33104359520640,$177.32,11
13868465113680,$255.62,9
29048683947840,$176.48,11
30374473704000,$193.84,July
20326149634560,$166.45,5
9059522292720,$131.53,5
26024164505040,$116.91,12
25822242588240,$262.56,11
23238627038160,$95.46,8
4745041921680,$189.33,5
27838629924480,$117.23,7
28310437720320,$212.91,8
12886435108560,$56.85,7
27764879175600,$133.10,8
22709443868400,$162.98,8
16181086676640,$222.98,8
26991665982000,$135.31,7
23726563962720,$122.55,10
21578311764960,$218.28,6
16349519104800,$293.49,10
25157131494000,$121.87,11
24515413792560,$336.67,6
28435284564000,$205.42,8
27114912225120,$125.88,11
27016783098480,$345.40,11
2317423364640,$229.73,7
22387723155840,$156.83,11
26541404732160,$134.95,9
24047299690320,$101.31,10
30862041259200,$163.88,8
31977044233920,$167.43,11
2785291220640,$278.46,7
27614792092320,$140.83,7
16184780370240,$70.48,8
26748005327520,$323.37,8
24407557939440,$217.99,10
29902789031280,$228.94,7
24486849228720,$196.35,8
24047915305920,$103.53,7
8326324113120,$183.91,10
18874281803520,$205.77,8
24036341732640,$149.86,6
18697723249440,$136.99,7
14104122765360,$204.64,6
27913981273920,$144.84,6
25696903252080,$202.57,7
990033007920,$207.69,7
27367560867360,$203.41,8
28764515786880,$360.95,10
25663413763440,$252.63,8
7441930742160,$63.82,8
28673527801200,$186.55,5
28731888160080,$195.56,7
27920137429920,$307.42,11
20093939430240,$108.42,6
26205524860800,$157.72,9
7437252063600,$139.88,7
31126509720960,$114.71,10
30776224444560,$443.65,8
21258437899200,$128.48,7
5125246116240,$130.64,8
23317918327440,$96.30,10
30469647875760,$205.74,9
30331380612000,$409.26,9
22908410830320,$179.77,6
30691269491760,$149.94,10
12486777461040,$247.39,August
27788149445280,$243.65,5
29669470718880,$104.48,6
26828158478640,$98.86,7
29113446708960,$163.04,9
30460783011120,$253.70,9
23585464867200,$170.32,12
10877927652000,$239.59,8
29382840095520,$171.49,8
27986747037840,$254.15,6
29991314554560,$117.35,7
32492068244880,$305.42,12
26513825153280,$271.15,7
21722612061600,$107.46,10
26573293620240,$196.53,6
31027272486240,$228.31,8
27791596892640,$279.79,12
20730116591280,$137.09,10
26894398717200,$259.54,7
26357335667760,$174.19,6
25503969323040,$181.37,9
29413743998640,$114.09,6
8116276070400,$218.11,7
27500656960080,$140.83,5
25722512861040,$258.64,12
22353248682240,$191.29,6
12064588282560,$193.78,8
22161422861280,$165.03,9
17970311856480,$126.24,6
18153272812800,$134.61,10
16282909496880,$106.92,5
15201642257040,$189.67,10
27149017329360,$107.44,10
6078219065040,$148.13,7
19295362873920,$92.23,5
23531536940640,$112.99,6
11956239936960,$403.44,8
7437252063600,$179.30,7
12645729408960,$168.90,6
13693999652640,$237.96,6
8779047825360,$98.63,6
27880491785280,$171.25,9
22131134573760,$306.73,10
22339212646560,$202.91,9
28879635904080,$189.24,6
21494218674000,$316.30,6
33122704865520,$546.17,12
29824975219440,$124.57,8
24375792174480,$237.94,12
21008621088720,$144.55,6
21995576018640,$248.92,7
19403095603920,$178.17,9
23220527939520,$215.16,11
27219074384640,$152.84,7
21981539982960,$73.76,8
27727942239600,$193.84,8
26734092414960,$184.21,7
25315960318800,$447.16,11
28587464740320,$126.75,7
4212780673920,$158.75,6
22908410830320,$155.70,10
27187924235280,$114.70,5
17693900452080,$117.39,10
31741755951600,$119.00,9
20790816289440,$222.28,5
21070675141200,$235.72,12
16353089675280,$227.97,6
12689684362800,$305.43,5
29747038284480,$169.96,12
28994756021280,$197.33,11
29692371619200,$367.22,9
25898209553280,$261.36,6
29603969219040,$217.97,10
16123957548960,$130.34,6
33369936090480,$354.27,11
20976239708160,$156.67,8
25161440803200,$261.01,6
28320041323680,$111.42,8
28211816101200,$178.13,6
30656795018160,$289.22,7
19404696204480,$294.91,7
27133011323760,$296.04,6
30311557789680,$134.31,7
23082383798880,$169.35,7
21777155603760,$270.78,10
16322924510880,$116.00,8
15925606202640,$210.42,9
31742248444080,$178.96,9
22696762187040,$476.52,11
32149539725040,$488.78,10
31246062270480,$534.31,10
15503786393520,$68.75,10
31119245456880,$79.43,9
24738020393520,$253.19,10
25462723077840,$287.86,11
27578840141280,$143.96,6
28909185452880,$173.42,12
21922317762240,$74.29,11
27633383683440,$143.16,5
31248894102240,$180.77,11
14908486108320,$155.95,6
28109870157840,$150.25,10
31082185397760,$451.66,10
12886435108560,$77.52,7
32893080246720,$179.39,11
13693999652640,$335.82,9
29997716956800,$367.23,7
6535375209600,$169.29,7
20203765253280,$88.17,6
19946437932480,$139.10,5
26975659976400,$210.38,5
23622155556960,$118.03,6
25425909264960,$97.80,7
30144725962080,$199.37,8
6552981815760,$297.02,7
18901368889920,$112.08,7
31268224432080,$146.43,12
25878263607840,$131.42,6
14416609243920,$194.82,6
23646410811600,$404.08,9
33782644788720,$107.59,12
25018248614640,$200.52,9
32550551726880,$103.67,10
32198665849920,$257.84,10
13693999652640,$315.76,10
16270350938640,$340.38,10
19278248760240,$107.07,12
32011395584400,$216.99,10
24584116493520,$295.14,5
25986119460960,$226.31,6
33222065223360,$90.45,12
12066188883120,$92.51,6
18436086619440,$209.55,10
15498122730000,$102.44,12
27487236540000,$218.54,5
13265900564400,$171.38,7
12816624299520,$213.20,5
5962606455360,$262.52,7
31586005204800,$189.90,10
28684362635760,$154.25,6
23514915319440,$143.31,11
17693161713360,$188.36,7
24315215599440,$289.68,6
29571095346000,$124.07,11
11751855557760,$278.37,8
28559762038320,$169.10,8
27804032327760,$124.33,8
22767927350400,$346.04,10
27948209501280,$399.16,7
32462149326720,$297.66,10
30949458674400,$211.54,8
29560260511440,$309.40,9
28271777060640,$103.47,6
25923819162240,$163.19,10
28731026298240,$101.18,7
20704260736080,$204.87,10
27994380671280,$161.01,6
32538608784240,$208.75,10
26761425747600,$250.28,11
28669095368880,$345.64,11
16569786366480,$202.17,7
28288891174320,$259.16,7
27753182479200,$106.05,6
28405119399600,$159.25,10
30098062299600,$606.24,7
28223882166960,$240.31,6
30115176413280,$100.91,11
20688008484240,$148.09,8
28485518796960,$246.04,6
30203332567200,$67.32,7
10788909636240,$150.13,7
28655798071920,$187.58,6
26831729049120,$107.92,8
29622683933280,$552.81,7
25244672032320,$191.03,6
29403032287200,$137.05,6
25044596962320,$130.51,9
31750251446880,$158.08,11
25847482827840,$283.77,9
28347990271920,$353.14,9
32288545727520,$176.11,11
16197831420960,$144.30,9
11682414118080,$169.61,5
24484017396960,$120.23,6
30324978209760,$154.19,8
21876269715360,$378.07,8
26947464781920,$76.62,5
17789936485680,$230.69,8
25654795145040,$192.40,6
28327674957120,$313.41,9
29005590855840,$140.70,7
29675134382400,$168.79,7
24738512886000,$95.10,7
20649963440160,$270.92,8
28043629919280,$292.10,9
6150861705840,$267.94,6
30831506725440,$117.71,11
23943876269520,$293.36,7
29614311561120,$216.81,6
30299984216400,$193.49,11
33733888033200,$106.99,12
23923068462240,$177.07,8
24499777156320,$0.86,6
20137278768480,$144.94,6
17548984539840,$156.95,11
18842392915440,$252.80,6
27913981273920,$144.84,7
29719581828720,$237.60,7
21293527988400,$468.46,8
18999990509040,$302.73,6
29895647890320,$142.03,10
27553476778560,$88.53,7
20320732217280,$324.27,8
25104681044880,$213.02,12
24021690081360,$135.94,9
30711707929680,$261.30,12
25355236594080,$126.93,5
28322750032320,$217.40,5
29467918171440,$241.04,10
28604086361520,$199.84,September
31391593798320,$215.01,11
3617357265600,$185.87,10
27380242548720,$66.91,5
6506441276400,$246.81,6
25251690050160,$366.75,7
25245287647920,$307.39,9
23224960371840,$200.19,9
29724999246000,$25.17,11
20607978456240,$141.80,7
14693636263920,$432.06,10
24250822207680,$36.99,5
22169672110320,$222.31,6
29938987228560,$210.56,July
6526017852480,$211.16,11
27995119410000,$178.42,7
19763353853040,$155.67,6
28137203490480,$177.49,9
27237050360160,$103.17,9
14808879504240,$195.24,6
28522332609840,$155.35,11
24875795164800,$195.83,8
21283801261920,$87.98,7
33153978138000,$236.71,11
29683876123920,$293.36,10
26211804139920,$111.42,6
2375168107920,$53.47,5
26807843163840,$219.76,7
25009137503760,$153.44,11
18541233763920,$151.01,11
25196038399920,$308.82,6
22507645074720,$251.30,5
22119807246720,$194.29,7
21357921380160,$157.65,9
27544858160160,$172.17,7
24485864243760,$359.71,9
23965792184880,$474.28,6
11518537245360,$114.85,6
12111251945040,$96.28,7
21912344789520,$136.31,12
27292578887280,$264.91,6
28083029317680,$176.02,6
26825326646880,$227.61,8
27648897196560,$113.04,8
15268744357440,$177.41,6
32546611787040,$207.64,November
22558987415760,$118.47,10
25421353709520,$58.00,9
26203801137120,$106.54,7
25121672035440,$217.60,9
28856611880640,$207.37,12
12763435111680,$267.37,10
31585389589200,$123.09,11
29583407658000,$275.97,6
18685164691200,$143.55,6
26267086420800,$214.15,11
29902789031280,$395.34,7
26798239560480,$104.34,11
12413026712160,$337.82,10
25878263607840,$153.85,9
26876668987920,$117.30,10
5999666514480,$137.66,7
23167338751680,$186.94,10
26452879208880,$57.05,6
31563473673840,$121.94,December
24238263649440,$268.13,12
26647659984720,$231.74,8
23370984392160,$136.01,8
29241987246240,$224.65,10
26881717035840,$98.61,7
30546722948880,$124.02,9
32983452616800,$106.29,11
21128050515120,$204.61,10
29457329583120,$155.89,7
25294783142160,$95.90,10
33047353516080,$319.80,12
23293170580320,$222.08,7
28853903172000,$117.80,6
21283801261920,$73.42,6
26579326653120,$245.23,6
30573440665920,$194.63,12
28654320594480,$405.32,7
23384158566000,$181.38,10
13962900546720,$251.59,6
18892504025280,$150.08,6
27500164467600,$224.61,August
9546104862960,$134.93,6
32515584760800,$184.26,11
25940194537200,$208.19,7
28403765045280,$178.87,5
17673215767920,$190.36,6
17486807364240,$374.58,10
13343837499360,$290.41,8
31332494700720,$130.33,12
27413485791120,$159.10,6
6220549391760,$144.97,9
31540572773520,$142.13,November
27282359668320,$74.84,6
31452293496480,$130.12,8
23331461870640,$144.05,6
5281489355520,$100.58,8
32485419596400,$156.59,11
12402068754480,$116.90,11
19891525020960,$219.20,6
29972969209680,$223.46,10
20605146624480,$239.81,7
14740299926400,$151.68,5
23469729134400,$216.18,6
25532780133120,$136.27,11
30844311529920,$174.70,9
27749488785600,$228.41,9
21038047514400,$121.02,6
26445122452320,$182.99,9
31710482679120,$175.04,10
18222221760000,$201.48,6
29083650913920,$197.91,10
13004756426880,$549.19,7
12886435108560,$71.28,6
7522207016400,$147.15,7
23777536934400,$197.20,9
31613338537440,$219.59,9
9891711460800,$172.63,5
19658452954800,$297.21,10
30774500720880,$76.37,7
24592488865680,$245.20,9
27995242533120,$170.93,7
23836020416400,$220.81,11
22944116535120,$167.46,12
28477146424800,$157.59,9
25232975335920,$77.47,10
18946924444320,$151.93,11
13329678340560,$193.59,10
27932572865040,$230.00,10
29864005248480,$204.87,8
28853903172000,$189.46,6
29704437684960,$206.39,9
29285695953840,$211.06,7
24904113482400,$108.31,6
13295450113200,$245.18,9
11801720421360,$181.82,6
27410900205600,$248.99,8
26188656993360,$173.47,June
26583020346720,$140.16,8
11437645355520,$49.11,6
27750104401200,$228.30,5
31345299505200,$426.24,12
30534164390640,$150.76,9
31374479684640,$219.55,10
27267338647680,$117.53,5
28764146417520,$121.68,6
17867257805040,$206.17,8
29109137399760,$253.39,6
24725954327760,$583.46,7
12938269942080,$102.90,10
13881146795040,$165.40,7
14908486108320,$178.60,7
21507762217200,$191.30,9
26281245579600,$217.27,7
33256293450720,$283.94,12
29348488745040,$218.92,8
17233050613920,$133.99,7
32244960143040,$130.26,11
5601855713760,$199.99,11
30324978209760,$145.54,10
26468515845120,$212.53,12
30018278517840,$443.85,10
17641326879840,$129.18,6
23541140544000,$376.19,12
26938969286640,$117.50,9
18758299824480,$89.06,6
8520735519600,$205.85,July
30856131349440,$81.60,9
21912344789520,$130.23,7
27759338635200,$179.34,6
29499807059520,$79.33,8
25103696059920,$275.76,8
20244765252240,$90.07,10
28997095360560,$257.35,12
26911512830880,$172.64,7
33108176337360,$153.86,11
25756864211520,$181.79,10
22593831258720,$247.63,7
20068576067520,$153.52,9
20646392869680,$590.50,7
17233050613920,$128.30,5
25451395750800,$266.09,7
27872735028720,$195.88,6
31545251452080,$107.52,12
4573900784880,$231.18,11
26213404740480,$105.85,7
32579362536960,$98.61,12
26177452789440,$110.68,6
32552644819920,$287.20,10
17420690248800,$134.29,7
1586810770560,$183.12,10
23934149543040,$180.08,9
23514915319440,$133.27,8
18306437974080,$73.94,5
28424203483200,$209.76,5
15377831441760,$163.88,9
26880362681520,$334.39,5
29701728976320,$120.88,7
24437353734480,$203.99,9
1586810770560,$221.77,10
23909278672800,$273.71,8
28485518796960,$280.58,10
32833119287280,$231.56,11
26763641963760,$84.73,9
12091182876480,$86.91,6
25997939280480,$252.09,12
734183164560,$112.95,11
23393885292480,$105.08,6
20344618102560,$106.92,8
31244954162400,$189.56,12
28668972245760,$162.95,6
23219419831440,$241.47,10
23116119533760,$129.37,8
18138990530880,$180.44,9
21013299767280,$335.59,5
12915369041760,$223.34,8
26911389707760,$375.04,6
24375792174480,$229.39,8
27375194500800,$249.02,10
18016729272720,$85.41,7
27648897196560,$118.12,5
27503242545600,$97.80,11
5987354202480,$393.32,9
23938089482880,$254.38,9
28672912185600,$148.29,9
30055707946320,$136.65,11
23524272676560,$84.91,7
32302089270720,$215.71,9
28061236525440,$184.65,8
3755378283120,$190.88,10
20691825300960,$184.21,12
26986248564720,$562.60,11
19676552053440,$207.61,5
31695092289120,$147.61,12
6359801640480,$133.41,6
6016534381920,$328.01,7
21496311767040,$266.32,7
27022939254480,$138.66,5
32437401579600,$276.30,11
25304017376160,$481.60,12
20569687165920,$144.77,7
9079837607520,$153.05,7
21825666113040,$148.41,5
22885263683760,$257.95,6
29759843088960,$487.56,8
6899080906080,$94.79,11
27865593887760,$154.22,10
21484245701280,$233.24,7
27689404703040,$117.53,7
25741227575280,$219.16,7
26247509844720,$196.39,8
30776224444560,$415.74,8
28959542808960,$114.91,11
23900906300640,$722.18,6
25199116477920,$176.56,6
24454960340640,$268.55,6
21059101567920,$146.21,6
31216143352320,$271.75,11
22057876317360,$90.65,7
32920413579360,$132.68,11
27559632934560,$78.30,6
19708687187760,$199.21,8
30003996235920,$138.34,11
25928990333280,$523.01,9
29822882126400,$210.77,12
31280413620960,$179.93,9
7681651456800,$235.64,8
28714035307680,$291.08,7
31568398598640,$282.17,10
29183011271760,$158.68,12
990033007920,$156.76,6
20779612085520,$195.89,6
31002155369760,$253.06,9
21130143608160,$265.85,9
5872234085280,$133.36,12
28910539807200,$435.30,7
9546104862960,$127.83,5
31813413607440,$155.03,October
8326324113120,$132.35,6
23105407822320,$197.32,8
27149509821840,$143.37,11
27410900205600,$248.99,7
26578711037520,$193.69,9
25104681044880,$208.53,10
20817534006480,$374.24,7
3938339239440,$194.40,9
32723293464240,$227.97,11
19304966477280,$121.20,7
17237483046240,$172.57,11
4773606485520,$449.99,8
29603969219040,$129.66,6
13298528191200,$151.15,8
16006005600000,$178.97,6
15463032640800,$152.14,7
14455639272960,$210.50,10
28668972245760,$231.44,7
20462200682160,$299.72,12
21038047514400,$174.41,6
27715014312000,$176.22,7
28654074348240,$111.29,6
11473843552800,$167.27,5
25495350704640,$103.50,10
3850429331760,$41.53,11
22100230670640,$358.54,6
8348116905360,$200.28,6
26285801135040,$350.78,11
32833119287280,$242.77,11
21856200646800,$199.36,6
26759209531440,$270.56,9
6981819642720,$196.73,9
27880368662160,$192.62,8
29746792038240,$121.66,12
21881564009520,$288.64,8
28799852122320,$200.47,11
25652825175120,$205.44,6
4282837729200,$176.79,10
28397485766160,$128.66,7
27384674981040,$275.60,7
30391957187040,$434.80,10
29481461714640,$304.52,6
16920933504720,$128.74,7
32357248428480,$89.32,11
22946455874400,$244.48,12
31954020210480,$252.73,12
26824587908160,$194.84,6
27913981273920,$188.06,9
26430347677920,$138.96,7
28013711001120,$235.04,5
27281497806480,$190.63,5
27492777080400,$220.48,6
23483272677600,$255.28,12
20734795269840,$232.99,7
21059101567920,$351.17,8
21215467930320,$300.51,8
19146507021840,$131.08,6
29004236501520,$118.15,6
30828674893680,$97.33,9
27898714007040,$275.09,6
24100858247520,$185.50,12
6208975818480,$112.22,9
20800173646560,$210.30,6
19478077584000,$146.50,10
30544506732720,$639.66,10
26210942278080,$109.92,12
20869984455600,$364.59,10
911849826720,$136.38,5
17884618164960,$100.80,6
31346653859520,$193.66,11
17311233795120,$525.46,5
19891525020960,$229.83,7
26044849189200,$252.06,12
30711707929680,$207.05,12
2548771707120,$309.61,6
29972599840320,$337.34,11
30321653885520,$251.51,9
31651137335280,$212.34,9
4255627519680,$248.08,8
25495350704640,$99.00,7
25696041390240,$115.00,10
27403512818400,$373.75,6
28950308574960,$271.15,7
29206404664560,$229.19,6
26919762079920,$209.54,7
23324320729680,$114.39,10
30278068301040,$96.33,9
28077488777280,$152.25,6
25938717059760,$112.90,9
30894053270400,$395.67,8
21648368820240,$274.22,11
27508044347280,$211.14,6
30768467688000,$123.22,11
31617894092880,$142.45,11
22623380807520,$193.62,11
29477398651680,$94.14,7
16322924510880,$198.25,5
14284867505520,$249.30,9
24435753133920,$236.13,7
27469999303200,$293.60,12
25202687048400,$128.38,6
28559023299600,$94.59,12
20540753232720,$276.62,7
27822377672640,$145.55,7
30553371597360,$321.35,9
28158626913360,$170.54,9
25805374720800,$179.18,5
11995146842880,$133.59,12
28270792075680,$170.73,6
18039630173040,$123.52,7
32816005173600,$150.67,12
1214240209440,$204.97,6
25954353696000,$390.90,7
30051891129600,$205.26,12
23443996402320,$162.85,10
18307299835920,$217.40,9
31444413616800,$241.64,10
25361392750080,$245.40,5
27611344644960,$147.19,8
10294693432560,$111.71,9
20704260736080,$102.55,5
29784098343600,$187.30,9
30412518748080,$120.33,11
30479128356000,$148.44,9
24984389756640,$108.78,10
26453864193840,$218.03,6
18565612141680,$108.41,7
33549942091920,$153.55,12
21738248697840,$219.05,11
26263515850320,$109.63,8
20980795263600,$168.16,11
16486062644880,"$1,270.65",7
31626389588160,$219.91,10
18264206743920,$178.70,8
12006966662400,$303.37,12
20090491982880,$158.16,9
24220657043280,$59.40,6
27500656960080,$273.33,10
31571230430400,$288.38,9
29739158404800,$145.40,6
31244954162400,$209.53,12
32204083267200,$209.25,9
18273071608560,$143.45,10
21672993444240,$237.55,10
14466597230640,$329.73,8
27208608919440,$110.75,9
23529813216960,$141.74,6
23585464867200,$159.53,8
22709443868400,$162.98,7
33415245398640,$140.32,12
13804441091280,$131.09,7
11390735446800,$224.73,9
21919855299840,$314.38,7
25500768121920,$172.10,11
26323969302240,$173.92,6
29239032291360,$108.56,7
19302996507360,$95.66,July
30809713933200,$118.02,July
7231267083840,$211.04,7
33256047204480,$108.59,11
24546317695680,$260.05,9
30293089321680,$211.37,10
26805996317040,$225.70,9
25429479835440,$112.35,9
3974168067360,$273.43,7
11437645355520,$62.70,5
33425341494480,$238.54,12
8381237024640,$251.25,8
29295668926560,$415.46,7
30587722947840,$170.42,8
24683230605120,$205.08,6
18239582119920,$113.11,11
23725332731520,$69.43,7
30028005244320,$262.03,8
28530581858880,$277.22,5
16657080658560,$295.78,7
20327627112000,$301.28,12
20171506995840,$74.73,7
30165287523120,$272.25,7
8544498281760,$282.72,11
28281134417760,$285.17,7
2938456381920,$200.77,6
30023819058240,$206.67,7
29418176430960,$126.31,6
26645566891680,$319.70,5
14693636263920,$220.30,6
29440954208160,$229.41,11
11995146842880,$133.59,11
5072795667120,$278.04,7
26609861186880,$310.00,9
26593608935040,$398.14,8
13356149811360,$197.62,6
28791479750160,$141.89,6
19368128637840,$186.44,6
25012338704880,$434.63,11
28382341622400,$210.12,6
30041918156880,$224.26,11
25905104448000,$118.74,12
19959119613840,$345.26,10
24435753133920,$209.19,7
22390431864480,$64.21,6
20394975458640,$279.73,7
23654167568160,$109.19,8
28939596863520,$197.00,12
31391593798320,$219.60,8
16648954532640,$182.49,7
22922200619760,$394.86,8
32008194383280,$115.68,10
25034377743360,$240.20,12
19203636149520,$130.14,6
10659753483360,$185.15,9
22964554973040,$256.77,12
26384422754160,$317.48,6
32330407588320,$129.90,12
29837903147040,$198.40,8
28835557827120,$228.12,9
16879317890160,$253.21,6
23475146551680,$107.35,9
12886435108560,$77.52,7
32750134304400,$111.65,11
22795014436800,$184.30,8
10692627356400,$179.15,6
28158626913360,$152.13,9
15354314925840,$185.91,8
21825666113040,$124.94,6
24454960340640,$313.19,12
5714390245440,$193.82,8
28825584854400,$216.74,10
24787885257120,$156.59,10
19728386886960,$129.63,10
27469383687600,$186.43,7
31799254448640,$244.32,10
21687645095520,$109.55,6
22387723155840,$141.47,11
13879792440720,$198.98,9
23452984390080,$210.86,10
29048683947840,$174.68,8
18913804325040,$190.36,7
25383801157920,$293.22,6
29687323571280,$234.39,11
25352527885440,$292.51,7
28192855140720,$248.18,6
24867669038880,$126.86,12
16163972562960,$166.09,9
22717693117440,$146.26,8
30028005244320,$201.00,7
27119714026800,$190.29,9
29213053313040,$132.71,6
13339035697680,$149.71,6
8888134909680,$92.59,7
27054458773200,$184.70,10
20149591080480,$264.02,8
28809701971920,$23.76,6
13168879545840,$167.31,7
33086999160720,$214.04,11
27690882180480,$164.02,8
24441786166800,$357.01,6
15395314924800,$242.52,5
19561431936240,$70.26,7
17791783332480,$157.72,6
25437975330720,$103.31,9
11975200897440,$348.11,6
14961429049920,$211.51,7
28616398673520,$164.97,8
31118014225680,$179.42,11
14037390034320,$256.92,6
10925206930080,$286.06,11
18207200739360,$195.82,10
16599951530880,$184.29,10
27760816112640,$119.76,5
32073695883120,$220.12,10
28797635906160,$122.76,5
12045381075840,$318.99,5
31920776968080,$141.04,September
22979945363040,$306.39,7
18207200739360,$78.41,10
5840222074080,$406.07,6
24307581966000,$197.16,12
30899224441440,$179.10,10
26863125444720,$86.73,6
30938623839840,$223.11,10
30003996235920,$92.80,7
22103185625520,$225.01,7
21472549004880,$153.20,8
21252897358800,$110.84,8
25749846193680,$187.80,8
28298371654560,$195.72,5
26897969287680,$230.90,7
27175119430800,$234.35,9
4528345230480,$213.16,10
26838008328240,$255.41,11
26178068405040,$303.27,8
23238380791920,"$1,520.93",6
16322924510880,$204.73,6
23786278675920,$148.59,7
18745125650640,$112.17,6
22221876313200,$150.77,9
30495626854080,$227.40,10
30560266492080,$103.18,9
27483419723280,$298.40,6
31782017211840,$138.95,12
17619534087600,$181.80,8
25028590956720,$263.89,11
30831506725440,$119.64,8
22721386811040,$104.59,6
21929828272560,$247.02,7
20651933410080,$220.95,8
21324185645280,$260.43,6
14781792417840,$241.05,10
26226209544960,$191.05,6
17178876441120,$135.07,8
24655035410640,$219.70,11
29561861112000,$97.39,9
8888134909680,$92.59,6
19587780283920,$289.68,9
32900344510800,$136.43,12
15463032640800,$219.71,8
30203332567200,$100.09,8
32426197375680,$169.81,10
27914227520160,$190.85,6
6622792624800,$261.55,6
27101861174400,$228.19,5
4053582479760,$257.43,9
28894533801600,$219.64,9
32744963133360,$161.58,11
32178227412000,$154.73,11
8888134909680,$86.33,6
14742516142560,$87.40,11
33001305469200,$152.83,11
28069978266960,$257.90,6
20472789270480,$384.42,6
30331996227600,$218.62,12
28910539807200,$841.51,8
28669095368880,$303.75,7
28424203483200,$227.20,6
28769071342320,$178.20,5
26191119455760,$202.95,6
26668837161360,$221.97,8
17457504061680,$273.98,6
28226960244960,$320.73,12
17548984539840,$155.88,10
33248782940400,$186.88,12
32807509678320,$145.81,12
26743819141440,$301.82,9
18796344868560,$702.55,8
20283179665680,$73.25,7
28054095384480,$170.21,7
8202585377520,$97.97,11
26210942278080,$91.06,7
11479384093200,$79.52,6
15996155750400,$104.88,6
5601855713760,$230.03,7
9097567336800,$314.98,6
32753458628640,$109.21,11
29719581828720,$357.36,8
11390735446800,$206.83,12
27313140448320,$258.49,6
14011411056000,$254.75,7
31185485695440,$168.08,8
30115915152000,$338.36,7
23370984392160,$97.62,9
5325444309360,$286.47,9
32033927115360,$107.66,10
27966185476800,$174.96,9
4573900784880,$105.12,5
13726873525680,$288.04,9
5144330199840,$131.36,6
32869317484560,$193.73,11
32873134301280,$224.68,12
30283855087680,$131.67,9
28389729009600,$219.88,5
19677167669040,$254.46,10
17861101649040,$116.82,12
6954363186960,$181.19,5
22265585020800,$526.41,7
10401318054480,$72.20,6
31647320518560,$128.69,9
26743819141440,$337.22,11
31794083277600,$124.06,11
19024615133040,$183.88,6
21691338789120,$365.77,6
8348116905360,$134.92,May
30534164390640,$150.76,October
25829506852320,$159.39,7
29418792046560,$229.16,6
13152504170880,$268.94,10
17641573126080,$164.81,7
25331843201280,$322.05,8
28332476758800,$194.97,10
20286503989920,$175.07,7
27666750048960,$105.38,6
21464176632720,$113.48,8
25575134486400,$177.01,10
29685353601360,$140.39,7
13490723381520,$271.95,July
31541188389120,$253.54,11
29177716977600,$433.66,9
23936612005440,$275.35,11
33242380538160,$121.68,11
28939596863520,$219.03,7
19734173673600,$102.70,12
27612575876160,$169.19,6
26183855191680,$142.00,5
33452182334640,$181.75,12
22689005430480,$264.83,6
33437038190880,$240.15,12
23435008414560,$315.51,10
15285489101760,$57.86,September
29680428676560,$88.67,11
31716761958240,$235.36,8
28117503791280,$273.05,9
25205272633920,$418.54,7
15816026625840,$161.11,9
28216248533520,$103.38,6
30296659892160,$134.45,9
10946014737360,$210.59,5
32204083267200,$214.49,10
30462629857920,$185.71,9
20137278768480,$176.71,9
24103320709920,$234.12,10
24784930302240,$203.23,10
31351825030560,$183.84,8
25591509861360,$252.71,June
18819861384480,$179.17,6
19146507021840,$151.30,7
22073266707360,$146.86,9
23529813216960,$108.10,6
6981819642720,$166.71,11
3885150051600,$138.13,7
31781894088720,$171.50,8
21552209663520,$156.02,6
29383332588000,$201.71,October
22119807246720,$179.98,10
16931645216160,$305.54,7
7535381190240,$88.59,10
14456624257920,$83.95,7
31866356549040,$230.35,11
13430146806480,$147.09,8
24468257637600,$297.82,8
32267491674000,$264.44,9
30051768006480,$169.53,9
25685329678800,$172.73,10
31398611816160,$129.04,9
23113164578880,$239.53,7
27250470780240,$85.15,6
26385653985360,$92.40,10
23500017421920,$69.07,6
3700342248480,$98.10,7
18136281822240,$309.55,11
27142122434640,$211.94,10
28822753022640,$112.30,11
26210942278080,$131.83,9
17056122690480,$199.43,8
7632155962560,$257.69,5
29622560810160,$203.19,11
28382341622400,$201.23,6
28635852126480,$161.89,6
29491557810480,$369.49,7
24167714101680,$129.16,10
17978068613040,$106.70,5
24679783157760,$125.47,9
8791360137360,$93.99,7
28642131405600,$236.58,9
21869621066880,$156.36,7
16581359939760,$236.05,10
18625449978000,$175.86,8
29687323571280,$212.27,8
29597936186160,$243.00,7
17562158713680,$94.04,7
25437975330720,$109.89,8
23995095487440,$393.67,7
20693302778400,$131.63,6
28656906180000,$253.05,December
13536525182160,$184.59,12
33372891045360,$125.12,12
19275047559120,$151.56,11
27281497806480,$181.76,12
25299831190080,$103.79,7
29351197453680,$168.34,12
16123957548960,$151.22,7
6645570402000,$227.60,8
24328020403920,$272.72,8
5279519385600,$310.40,8
9522465223920,$179.42,9
17484098655600,$90.10,7
22393140573120,$126.38,7
904462439520,$154.48,6
20561068547520,$95.76,11
25185819180960,$350.32,8
33052524687120,$193.00,11
16569786366480,$220.95,6
30426677906880,$271.23,December
